index,file,true_class_idx,true_class_name,pred_class_idx,pred_class_name,true_confidence,pred_confidence
8063,ILSVRC2012_val_00008064.JPEG,797,sleeping_bag,496,Christmas_stocking,0.0007,0.8712
8067,ILSVRC2012_val_00008068.JPEG,885,velvet,636,mailbag,0.0009,0.4074
8069,ILSVRC2012_val_00008070.JPEG,908,wing,404,airliner,0.263,0.6149
8076,ILSVRC2012_val_00008077.JPEG,898,water_bottle,671,mountain_bike,0.0,0.7073
8077,ILSVRC2012_val_00008078.JPEG,682,obelisk,835,sundial,0.0043,0.3681
8079,ILSVRC2012_val_00008080.JPEG,814,speedboat,472,canoe,0.1879,0.427
8081,ILSVRC2012_val_00008082.JPEG,514,cowboy_boot,608,jean,0.078,0.2806
8082,ILSVRC2012_val_00008083.JPEG,478,carton,516,cradle,0.0055,0.3687
8083,ILSVRC2012_val_00008084.JPEG,353,gazelle,352,impala,0.265,0.5142
8086,ILSVRC2012_val_00008087.JPEG,109,brain_coral,328,sea_urchin,0.0018,0.9879
8088,ILSVRC2012_val_00008089.JPEG,542,drumstick,753,radiator,0.0006,0.2673
8089,ILSVRC2012_val_00008090.JPEG,249,malamute,250,Siberian_husky,0.0147,0.1935
8092,ILSVRC2012_val_00008093.JPEG,385,Indian_elephant,386,African_elephant,0.0808,0.8115
8095,ILSVRC2012_val_00008096.JPEG,509,confectionery,467,butcher_shop,0.1592,0.2183
8096,ILSVRC2012_val_00008097.JPEG,462,broom,79,centipede,0.0003,0.1405
8097,ILSVRC2012_val_00008098.JPEG,423,barber_chair,765,rocking_chair,0.1559,0.6474
8099,ILSVRC2012_val_00008100.JPEG,932,pretzel,415,bakery,0.0296,0.5938
8103,ILSVRC2012_val_00008104.JPEG,159,Rhodesian_ridgeback,180,American_Staffordshire_terrier,0.0034,0.2809
8106,ILSVRC2012_val_00008107.JPEG,652,military_uniform,715,pickelhaube,0.2955,0.6853
8114,ILSVRC2012_val_00008115.JPEG,423,barber_chair,598,home_theater,0.0192,0.5434
8115,ILSVRC2012_val_00008116.JPEG,497,church,873,triumphal_arch,0.0192,0.2521
8116,ILSVRC2012_val_00008117.JPEG,462,broom,608,jean,0.0006,0.1024
8118,ILSVRC2012_val_00008119.JPEG,219,cocker_spaniel,7,cock,0.0677,0.1197
8119,ILSVRC2012_val_00008120.JPEG,769,rule,767,rubber_eraser,0.1244,0.4065
8122,ILSVRC2012_val_00008123.JPEG,666,mortar,835,sundial,0.0082,0.3551
8127,ILSVRC2012_val_00008128.JPEG,948,Granny_Smith,954,banana,0.0808,0.2502
8130,ILSVRC2012_val_00008131.JPEG,523,crutch,636,mailbag,0.0032,0.2294
8132,ILSVRC2012_val_00008133.JPEG,805,soccer_ball,560,football_helmet,0.2603,0.2801
8134,ILSVRC2012_val_00008135.JPEG,133,bittern,135,limpkin,0.2764,0.6396
8136,ILSVRC2012_val_00008137.JPEG,268,Mexican_hairless,178,Weimaraner,0.1828,0.3404
8138,ILSVRC2012_val_00008139.JPEG,656,minivan,208,Labrador_retriever,0.0001,0.4294
8139,ILSVRC2012_val_00008140.JPEG,304,leaf_beetle,113,snail,0.1064,0.2109
8142,ILSVRC2012_val_00008143.JPEG,872,tripod,613,joystick,0.0028,0.235
8144,ILSVRC2012_val_00008145.JPEG,623,letter_opener,879,umbrella,0.001,0.0812
8150,ILSVRC2012_val_00008151.JPEG,22,bald_eagle,21,kite,0.4022,0.4518
8151,ILSVRC2012_val_00008152.JPEG,165,black-and-tan_coonhound,236,Doberman,0.2622,0.3008
8153,ILSVRC2012_val_00008154.JPEG,372,baboon,299,meerkat,0.0454,0.3025
8156,ILSVRC2012_val_00008157.JPEG,337,beaver,357,mink,0.2064,0.5946
8157,ILSVRC2012_val_00008158.JPEG,889,violin,683,oboe,0.0798,0.2469
8159,ILSVRC2012_val_00008160.JPEG,115,sea_slug,309,bee,0.1603,0.2657
8161,ILSVRC2012_val_00008162.JPEG,217,English_springer,239,Bernese_mountain_dog,0.1644,0.4099
8163,ILSVRC2012_val_00008164.JPEG,973,coral_reef,392,rock_beauty,0.0007,0.9645
8164,ILSVRC2012_val_00008165.JPEG,663,monastery,887,vestment,0.0,0.7721
8166,ILSVRC2012_val_00008167.JPEG,291,lion,343,warthog,0.0061,0.8979
8168,ILSVRC2012_val_00008169.JPEG,469,caldron,609,jeep,0.0025,0.2947
8169,ILSVRC2012_val_00008170.JPEG,808,sombrero,617,lab_coat,0.0015,0.6137
8170,ILSVRC2012_val_00008171.JPEG,669,mosquito_net,729,plate_rack,0.0397,0.2302
8173,ILSVRC2012_val_00008174.JPEG,856,thresher,586,half_track,0.332,0.4532
8176,ILSVRC2012_val_00008177.JPEG,236,Doberman,234,Rottweiler,0.35,0.5087
8179,ILSVRC2012_val_00008180.JPEG,952,fig,990,buckeye,0.0127,0.1068
8180,ILSVRC2012_val_00008181.JPEG,968,cup,931,bagel,0.0124,0.1648
8181,ILSVRC2012_val_00008182.JPEG,123,spiny_lobster,987,corn,0.0025,0.2522
8182,ILSVRC2012_val_00008183.JPEG,584,hair_slide,572,goblet,0.0316,0.1789
8184,ILSVRC2012_val_00008185.JPEG,559,folding_chair,863,totem_pole,0.0,0.1579
8186,ILSVRC2012_val_00008187.JPEG,818,spotlight,758,reel,0.1589,0.2902
8187,ILSVRC2012_val_00008188.JPEG,377,marmoset,624,library,0.0002,0.087
8188,ILSVRC2012_val_00008189.JPEG,394,sturgeon,33,loggerhead,0.1765,0.2832
8189,ILSVRC2012_val_00008190.JPEG,778,scale,786,sewing_machine,0.1193,0.3483
8190,ILSVRC2012_val_00008191.JPEG,721,pillow,905,window_shade,0.0007,0.8877
8193,ILSVRC2012_val_00008194.JPEG,245,French_bulldog,850,teddy,0.0074,0.1913
8196,ILSVRC2012_val_00008197.JPEG,250,Siberian_husky,249,malamute,0.2081,0.2335
8201,ILSVRC2012_val_00008202.JPEG,910,wooden_spoon,567,frying_pan,0.0121,0.1108
8202,ILSVRC2012_val_00008203.JPEG,764,rifle,189,Lakeland_terrier,0.0011,0.3211
8203,ILSVRC2012_val_00008204.JPEG,379,howler_monkey,381,spider_monkey,0.3232,0.324
8204,ILSVRC2012_val_00008205.JPEG,427,barrel,463,bucket,0.078,0.1724
8210,ILSVRC2012_val_00008211.JPEG,110,flatworm,393,anemone_fish,0.1752,0.3785
8215,ILSVRC2012_val_00008216.JPEG,933,cheeseburger,941,acorn_squash,0.1003,0.4182
8217,ILSVRC2012_val_00008218.JPEG,952,fig,956,custard_apple,0.0305,0.4692
8218,ILSVRC2012_val_00008219.JPEG,791,shopping_cart,788,shoe_shop,0.0009,0.1558
8221,ILSVRC2012_val_00008222.JPEG,138,bustard,703,park_bench,0.0111,0.0675
8222,ILSVRC2012_val_00008223.JPEG,960,chocolate_sauce,692,packet,0.0,0.8274
8226,ILSVRC2012_val_00008227.JPEG,433,bathing_cap,842,swimming_trunks,0.0569,0.1144
8227,ILSVRC2012_val_00008228.JPEG,381,spider_monkey,369,siamang,0.208,0.2792
8230,ILSVRC2012_val_00008231.JPEG,987,corn,943,cucumber,0.1014,0.1815
8236,ILSVRC2012_val_00008237.JPEG,681,notebook,508,computer_keyboard,0.1311,0.3356
8239,ILSVRC2012_val_00008240.JPEG,558,flute,889,violin,0.1147,0.3894
8240,ILSVRC2012_val_00008241.JPEG,729,plate_rack,453,bookcase,0.0272,0.2316
8243,ILSVRC2012_val_00008244.JPEG,811,space_heater,539,doormat,0.0052,0.0844
8244,ILSVRC2012_val_00008245.JPEG,84,peacock,14,indigo_bunting,0.0004,0.6612
8245,ILSVRC2012_val_00008246.JPEG,744,projectile,657,missile,0.13,0.5948
8249,ILSVRC2012_val_00008250.JPEG,961,dough,849,teapot,0.0018,0.4828
8251,ILSVRC2012_val_00008252.JPEG,813,spatula,607,jack-o'-lantern,0.001,0.6876
8252,ILSVRC2012_val_00008253.JPEG,651,microwave,526,desk,0.0243,0.1056
8253,ILSVRC2012_val_00008254.JPEG,813,spatula,811,space_heater,0.0465,0.0489
8255,ILSVRC2012_val_00008256.JPEG,367,chimpanzee,369,siamang,0.049,0.2703
8256,ILSVRC2012_val_00008257.JPEG,341,hog,346,water_buffalo,0.2488,0.4417
8259,ILSVRC2012_val_00008260.JPEG,810,space_bar,878,typewriter_keyboard,0.142,0.7395
8260,ILSVRC2012_val_00008261.JPEG,807,solar_dish,718,pier,0.0191,0.3452
8263,ILSVRC2012_val_00008264.JPEG,928,ice_cream,54,hognose_snake,0.0077,0.1651
8264,ILSVRC2012_val_00008265.JPEG,451,bolo_tie,506,coil,0.1267,0.6774
8266,ILSVRC2012_val_00008267.JPEG,761,remote_control,778,scale,0.013,0.5337
8267,ILSVRC2012_val_00008268.JPEG,870,tricycle,463,bucket,0.063,0.0915
8268,ILSVRC2012_val_00008269.JPEG,556,fire_screen,851,television,0.0772,0.2398
8272,ILSVRC2012_val_00008273.JPEG,610,jersey,721,pillow,0.0637,0.1665
8273,ILSVRC2012_val_00008274.JPEG,588,hamper,457,bow_tie,0.0149,0.2154
8274,ILSVRC2012_val_00008275.JPEG,996,hen-of-the-woods,993,gyromitra,0.3057,0.6799
8276,ILSVRC2012_val_00008277.JPEG,738,pot,496,Christmas_stocking,0.0028,0.7977
8277,ILSVRC2012_val_00008278.JPEG,892,wall_clock,870,tricycle,0.0006,0.0662
8282,ILSVRC2012_val_00008283.JPEG,546,electric_guitar,819,stage,0.19,0.256
8285,ILSVRC2012_val_00008286.JPEG,782,screen,527,desktop_computer,0.1061,0.4875
8291,ILSVRC2012_val_00008292.JPEG,404,airliner,405,airship,0.0319,0.514
8295,ILSVRC2012_val_00008296.JPEG,531,digital_watch,714,pick,0.0214,0.1152
8296,ILSVRC2012_val_00008297.JPEG,177,Scottish_deerhound,172,whippet,0.0084,0.1963
8297,ILSVRC2012_val_00008298.JPEG,513,cornet,541,drum,0.0507,0.1907
8299,ILSVRC2012_val_00008300.JPEG,364,three-toed_sloth,379,howler_monkey,0.0172,0.3394
8302,ILSVRC2012_val_00008303.JPEG,180,American_Staffordshire_terrier,173,Ibizan_hound,0.0759,0.269
8303,ILSVRC2012_val_00008304.JPEG,505,coffeepot,509,confectionery,0.0035,0.1152
8304,ILSVRC2012_val_00008305.JPEG,553,file,897,washer,0.0161,0.1448
8306,ILSVRC2012_val_00008307.JPEG,474,cardigan,568,fur_coat,0.2019,0.3163
8307,ILSVRC2012_val_00008308.JPEG,858,tile_roof,127,white_stork,0.0068,0.3078
8308,ILSVRC2012_val_00008309.JPEG,692,packet,893,wallet,0.1274,0.1968
8312,ILSVRC2012_val_00008313.JPEG,737,pop_bottle,709,pencil_box,0.0181,0.2118
8315,ILSVRC2012_val_00008316.JPEG,73,barn_spider,251,dalmatian,0.1166,0.1308
8319,ILSVRC2012_val_00008320.JPEG,248,Eskimo_dog,230,Shetland_sheepdog,0.0,0.5763
8322,ILSVRC2012_val_00008323.JPEG,835,sundial,442,bell_cote,0.0061,0.3813
8326,ILSVRC2012_val_00008327.JPEG,36,terrapin,37,box_turtle,0.0085,0.8593
8327,ILSVRC2012_val_00008328.JPEG,593,harmonica,819,stage,0.0301,0.1096
8330,ILSVRC2012_val_00008331.JPEG,508,computer_keyboard,454,bookshop,0.0382,0.3408
8332,ILSVRC2012_val_00008333.JPEG,36,terrapin,37,box_turtle,0.1605,0.4066
8333,ILSVRC2012_val_00008334.JPEG,217,English_springer,239,Bernese_mountain_dog,0.403,0.4119
8334,ILSVRC2012_val_00008335.JPEG,262,Brabancon_griffon,254,pug,0.2393,0.6146
8335,ILSVRC2012_val_00008336.JPEG,473,can_opener,840,swab,0.0235,0.4053
8338,ILSVRC2012_val_00008339.JPEG,961,dough,963,pizza,0.0003,0.9972
8340,ILSVRC2012_val_00008341.JPEG,563,fountain_pen,777,scabbard,0.0492,0.2401
8341,ILSVRC2012_val_00008342.JPEG,287,lynx,281,tabby,0.1178,0.4324
8342,ILSVRC2012_val_00008343.JPEG,236,Doberman,234,Rottweiler,0.0208,0.7885
8349,ILSVRC2012_val_00008350.JPEG,728,plastic_bag,869,trench_coat,0.0109,0.3166
8350,ILSVRC2012_val_00008351.JPEG,367,chimpanzee,366,gorilla,0.2631,0.7217
8351,ILSVRC2012_val_00008352.JPEG,73,barn_spider,74,garden_spider,0.0775,0.1869
8354,ILSVRC2012_val_00008355.JPEG,570,gasmask,917,comic_book,0.0031,0.2971
8355,ILSVRC2012_val_00008356.JPEG,692,packet,921,book_jacket,0.206,0.3377
8358,ILSVRC2012_val_00008359.JPEG,428,barrow,730,plow,0.1419,0.1954
8359,ILSVRC2012_val_00008360.JPEG,408,amphibian,436,beach_wagon,0.2295,0.3105
8364,ILSVRC2012_val_00008365.JPEG,505,coffeepot,550,espresso_maker,0.321,0.6457
8365,ILSVRC2012_val_00008366.JPEG,947,mushroom,994,stinkhorn,0.01,0.9774
8366,ILSVRC2012_val_00008367.JPEG,400,academic_gown,416,balance_beam,0.0017,0.5166
8368,ILSVRC2012_val_00008369.JPEG,501,cloak,889,violin,0.0084,0.188
8369,ILSVRC2012_val_00008370.JPEG,887,vestment,624,library,0.0,0.7063
8371,ILSVRC2012_val_00008372.JPEG,844,switch,480,cash_machine,0.1448,0.1513
8373,ILSVRC2012_val_00008374.JPEG,187,Yorkshire_terrier,155,Shih-Tzu,0.0046,0.4197
8374,ILSVRC2012_val_00008375.JPEG,163,bloodhound,176,Saluki,0.0007,0.1875
8375,ILSVRC2012_val_00008376.JPEG,743,prison,727,planetarium,0.0595,0.3846
8377,ILSVRC2012_val_00008378.JPEG,459,brassiere,865,toyshop,0.0061,0.5098
8379,ILSVRC2012_val_00008380.JPEG,513,cornet,558,flute,0.1895,0.3508
8380,ILSVRC2012_val_00008381.JPEG,650,microphone,444,bicycle-built-for-two,0.0092,0.3641
8382,ILSVRC2012_val_00008383.JPEG,609,jeep,581,grille,0.102,0.2335
8388,ILSVRC2012_val_00008389.JPEG,522,croquet_ball,988,acorn,0.0393,0.0656
8392,ILSVRC2012_val_00008393.JPEG,304,leaf_beetle,317,leafhopper,0.0383,0.4807
8393,ILSVRC2012_val_00008394.JPEG,675,moving_van,665,moped,0.0226,0.3045
8395,ILSVRC2012_val_00008396.JPEG,463,bucket,412,ashcan,0.0717,0.2499
8396,ILSVRC2012_val_00008397.JPEG,227,kelpie,223,schipperke,0.3348,0.6398
8397,ILSVRC2012_val_00008398.JPEG,811,space_heater,652,military_uniform,0.0,0.0443
8398,ILSVRC2012_val_00008399.JPEG,52,thunder_snake,57,garter_snake,0.0831,0.7831
8401,ILSVRC2012_val_00008402.JPEG,431,bassinet,831,studio_couch,0.1737,0.3953
8403,ILSVRC2012_val_00008404.JPEG,512,corkscrew,763,revolver,0.0907,0.0968
8404,ILSVRC2012_val_00008405.JPEG,461,breastplate,577,gong,0.1302,0.4681
8405,ILSVRC2012_val_00008406.JPEG,714,pick,594,harp,0.0019,0.8689
8408,ILSVRC2012_val_00008409.JPEG,750,quilt,797,sleeping_bag,0.1479,0.547
8411,ILSVRC2012_val_00008412.JPEG,700,paper_towel,470,candle,0.0138,0.3114
8430,ILSVRC2012_val_00008431.JPEG,894,wardrobe,799,sliding_door,0.1307,0.3424
8436,ILSVRC2012_val_00008437.JPEG,737,pop_bottle,325,sulphur_butterfly,0.0038,0.3504
8438,ILSVRC2012_val_00008439.JPEG,48,Komodo_dragon,346,water_buffalo,0.0002,0.6302
8445,ILSVRC2012_val_00008446.JPEG,828,strainer,998,ear,0.0059,0.0867
8448,ILSVRC2012_val_00008449.JPEG,380,titi,378,capuchin,0.0143,0.2177
8449,ILSVRC2012_val_00008450.JPEG,801,snorkel,445,bikini,0.0761,0.4305
8450,ILSVRC2012_val_00008451.JPEG,411,apron,887,vestment,0.2413,0.5455
8451,ILSVRC2012_val_00008452.JPEG,769,rule,918,crossword_puzzle,0.0261,0.7168
8452,ILSVRC2012_val_00008453.JPEG,198,standard_schnauzer,196,miniature_schnauzer,0.1944,0.7163
8453,ILSVRC2012_val_00008454.JPEG,829,streetcar,874,trolleybus,0.2625,0.6605
8454,ILSVRC2012_val_00008455.JPEG,493,chiffonier,495,china_cabinet,0.0745,0.7816
8455,ILSVRC2012_val_00008456.JPEG,632,loudspeaker,785,seat_belt,0.0007,0.1374
8456,ILSVRC2012_val_00008457.JPEG,751,racer,817,sports_car,0.2872,0.6886
8457,ILSVRC2012_val_00008458.JPEG,211,vizsla,159,Rhodesian_ridgeback,0.3868,0.4089
8460,ILSVRC2012_val_00008461.JPEG,970,alp,649,megalith,0.1165,0.4288
8462,ILSVRC2012_val_00008463.JPEG,188,wire-haired_fox_terrier,216,clumber,0.0287,0.1243
8463,ILSVRC2012_val_00008464.JPEG,557,flagpole,129,spoonbill,0.1577,0.5774
8465,ILSVRC2012_val_00008466.JPEG,478,carton,492,chest,0.0035,0.6509
8467,ILSVRC2012_val_00008468.JPEG,114,slug,695,padlock,0.0074,0.1895
8468,ILSVRC2012_val_00008469.JPEG,49,African_crocodile,958,hay,0.0051,0.7454
8469,ILSVRC2012_val_00008470.JPEG,887,vestment,411,apron,0.0234,0.1534
8470,ILSVRC2012_val_00008471.JPEG,461,breastplate,524,cuirass,0.0257,0.412
8471,ILSVRC2012_val_00008472.JPEG,893,wallet,549,envelope,0.0119,0.2237
8472,ILSVRC2012_val_00008473.JPEG,872,tripod,651,microwave,0.0185,0.2753
8474,ILSVRC2012_val_00008475.JPEG,488,chain,889,violin,0.0006,0.1798
8475,ILSVRC2012_val_00008476.JPEG,732,Polaroid_camera,754,radio,0.0012,0.2362
8476,ILSVRC2012_val_00008477.JPEG,472,canoe,693,paddle,0.2437,0.4307
8478,ILSVRC2012_val_00008479.JPEG,357,mink,360,otter,0.0045,0.1574
8479,ILSVRC2012_val_00008480.JPEG,796,ski_mask,400,academic_gown,0.008,0.0514
8481,ILSVRC2012_val_00008482.JPEG,414,backpack,857,throne,0.0029,0.0672
8482,ILSVRC2012_val_00008483.JPEG,864,tow_truck,867,trailer_truck,0.3167,0.5963
8484,ILSVRC2012_val_00008485.JPEG,711,perfume,544,Dutch_oven,0.0027,0.0665
8487,ILSVRC2012_val_00008488.JPEG,200,Tibetan_terrier,175,otterhound,0.0168,0.6152
8491,ILSVRC2012_val_00008492.JPEG,692,packet,596,hatchet,0.0001,0.1665
8498,ILSVRC2012_val_00008499.JPEG,710,pencil_sharpener,673,mouse,0.184,0.2071
8499,ILSVRC2012_val_00008500.JPEG,221,Irish_water_spaniel,233,Bouvier_des_Flandres,0.094,0.3625
8502,ILSVRC2012_val_00008503.JPEG,658,mitten,496,Christmas_stocking,0.0017,0.8652
8510,ILSVRC2012_val_00008511.JPEG,809,soup_bowl,925,consomme,0.4021,0.513
8511,ILSVRC2012_val_00008512.JPEG,18,magpie,19,chickadee,0.1995,0.2227
8513,ILSVRC2012_val_00008514.JPEG,809,soup_bowl,926,hot_pot,0.3741,0.4063
8514,ILSVRC2012_val_00008515.JPEG,818,spotlight,619,lampshade,0.0436,0.4751
8516,ILSVRC2012_val_00008517.JPEG,361,skunk,200,Tibetan_terrier,0.0244,0.1413
8517,ILSVRC2012_val_00008518.JPEG,526,desk,905,window_shade,0.0042,0.1543
8518,ILSVRC2012_val_00008519.JPEG,815,spider_web,364,three-toed_sloth,0.0079,0.2347
8521,ILSVRC2012_val_00008522.JPEG,515,cowboy_hat,568,fur_coat,0.0014,0.2794
8525,ILSVRC2012_val_00008526.JPEG,499,cleaver,956,custard_apple,0.0039,0.4042
8527,ILSVRC2012_val_00008528.JPEG,858,tile_roof,663,monastery,0.0084,0.1927
8530,ILSVRC2012_val_00008531.JPEG,550,espresso_maker,505,coffeepot,0.0053,0.1796
8534,ILSVRC2012_val_00008535.JPEG,865,toyshop,509,confectionery,0.1515,0.6488
8535,ILSVRC2012_val_00008536.JPEG,166,Walker_hound,162,beagle,0.1878,0.5016
8536,ILSVRC2012_val_00008537.JPEG,544,Dutch_oven,756,rain_barrel,0.243,0.6234
8539,ILSVRC2012_val_00008540.JPEG,558,flute,456,bow,0.019,0.1337
8540,ILSVRC2012_val_00008541.JPEG,487,cellular_telephone,761,remote_control,0.127,0.5138
8542,ILSVRC2012_val_00008543.JPEG,678,neck_brace,850,teddy,0.0,0.0909
8543,ILSVRC2012_val_00008544.JPEG,742,printer,713,photocopier,0.1301,0.4412
8545,ILSVRC2012_val_00008546.JPEG,815,spider_web,73,barn_spider,0.0405,0.9089
8546,ILSVRC2012_val_00008547.JPEG,747,punching_bag,617,lab_coat,0.0222,0.128
8547,ILSVRC2012_val_00008548.JPEG,584,hair_slide,929,ice_lolly,0.0019,0.0324
8549,ILSVRC2012_val_00008550.JPEG,377,marmoset,382,squirrel_monkey,0.0001,0.9671
8550,ILSVRC2012_val_00008551.JPEG,578,gown,853,thatch,0.2271,0.4485
8552,ILSVRC2012_val_00008553.JPEG,291,lion,293,cheetah,0.0357,0.1794
8556,ILSVRC2012_val_00008557.JPEG,749,quill,620,laptop,0.0175,0.2483
8557,ILSVRC2012_val_00008558.JPEG,215,Brittany_spaniel,189,Lakeland_terrier,0.0001,0.603
8558,ILSVRC2012_val_00008559.JPEG,348,ram,349,bighorn,0.3088,0.6885
8560,ILSVRC2012_val_00008561.JPEG,44,alligator_lizard,35,mud_turtle,0.0,0.4706
8562,ILSVRC2012_val_00008563.JPEG,473,can_opener,499,cleaver,0.2218,0.4064
8563,ILSVRC2012_val_00008564.JPEG,552,feather_boa,697,pajama,0.0403,0.5596
8564,ILSVRC2012_val_00008565.JPEG,798,slide_rule,918,crossword_puzzle,0.0087,0.0668
8567,ILSVRC2012_val_00008568.JPEG,676,muzzle,602,horizontal_bar,0.002,0.1316
8568,ILSVRC2012_val_00008569.JPEG,643,mask,903,wig,0.0072,0.1184
8571,ILSVRC2012_val_00008572.JPEG,729,plate_rack,534,dishwasher,0.0101,0.2951
8573,ILSVRC2012_val_00008574.JPEG,876,tub,435,bathtub,0.2322,0.5597
8574,ILSVRC2012_val_00008575.JPEG,879,umbrella,453,bookcase,0.0007,0.1803
8575,ILSVRC2012_val_00008576.JPEG,563,fountain_pen,702,parallel_bars,0.0278,0.1265
8577,ILSVRC2012_val_00008578.JPEG,446,binder,623,letter_opener,0.0977,0.3481
8580,ILSVRC2012_val_00008581.JPEG,735,poncho,578,gown,0.0249,0.1242
8581,ILSVRC2012_val_00008582.JPEG,181,Bedlington_terrier,171,Italian_greyhound,0.0389,0.0561
8586,ILSVRC2012_val_00008587.JPEG,210,German_short-haired_pointer,172,whippet,0.1147,0.3367
8588,ILSVRC2012_val_00008589.JPEG,885,velvet,4,hammerhead,0.0003,0.2072
8593,ILSVRC2012_val_00008594.JPEG,860,tobacco_shop,454,bookshop,0.1914,0.6958
8594,ILSVRC2012_val_00008595.JPEG,54,hognose_snake,66,horned_viper,0.0075,0.3744
8595,ILSVRC2012_val_00008596.JPEG,531,digital_watch,507,combination_lock,0.0155,0.7225
8598,ILSVRC2012_val_00008599.JPEG,574,golf_ball,751,racer,0.0098,0.2381
8599,ILSVRC2012_val_00008600.JPEG,630,Loafer,988,acorn,0.0319,0.144
8600,ILSVRC2012_val_00008601.JPEG,901,whiskey_jug,504,coffee_mug,0.1188,0.7027
8604,ILSVRC2012_val_00008605.JPEG,414,backpack,980,volcano,0.0,0.1605
8606,ILSVRC2012_val_00008607.JPEG,727,planetarium,411,apron,0.001,0.333
8607,ILSVRC2012_val_00008608.JPEG,828,strainer,518,crash_helmet,0.0002,0.2552
8608,ILSVRC2012_val_00008609.JPEG,631,lotion,887,vestment,0.0353,0.1565
8610,ILSVRC2012_val_00008611.JPEG,862,torch,920,traffic_light,0.015,0.2358
8620,ILSVRC2012_val_00008621.JPEG,840,swab,523,crutch,0.1826,0.2656
8621,ILSVRC2012_val_00008622.JPEG,728,plastic_bag,934,hotdog,0.0,0.8541
8622,ILSVRC2012_val_00008623.JPEG,110,flatworm,52,thunder_snake,0.0206,0.4638
8623,ILSVRC2012_val_00008624.JPEG,255,Leonberg,262,Brabancon_griffon,0.1235,0.4546
8624,ILSVRC2012_val_00008625.JPEG,469,caldron,521,Crock_Pot,0.0415,0.228
8625,ILSVRC2012_val_00008626.JPEG,93,hornbill,16,bulbul,0.1783,0.2251
8626,ILSVRC2012_val_00008627.JPEG,245,French_bulldog,151,Chihuahua,0.1224,0.4433
8631,ILSVRC2012_val_00008632.JPEG,878,typewriter_keyboard,810,space_bar,0.0499,0.4777
8632,ILSVRC2012_val_00008633.JPEG,186,Norwich_terrier,193,Australian_terrier,0.2028,0.5905
8634,ILSVRC2012_val_00008635.JPEG,465,bulletproof_vest,524,cuirass,0.0736,0.1162
8635,ILSVRC2012_val_00008636.JPEG,356,weasel,358,polecat,0.0266,0.9699
8642,ILSVRC2012_val_00008643.JPEG,818,spotlight,807,solar_dish,0.0329,0.5273
8645,ILSVRC2012_val_00008646.JPEG,559,folding_chair,565,freight_car,0.0131,0.1304
8646,ILSVRC2012_val_00008647.JPEG,54,hognose_snake,62,rock_python,0.2193,0.477
8647,ILSVRC2012_val_00008648.JPEG,987,corn,998,ear,0.0615,0.9384
8648,ILSVRC2012_val_00008649.JPEG,787,shield,805,soccer_ball,0.0203,0.2904
8649,ILSVRC2012_val_00008650.JPEG,741,prayer_rug,885,velvet,0.2242,0.3542
8650,ILSVRC2012_val_00008651.JPEG,482,cassette_player,848,tape_player,0.1875,0.7119
8651,ILSVRC2012_val_00008652.JPEG,221,Irish_water_spaniel,206,curly-coated_retriever,0.2537,0.6095
8654,ILSVRC2012_val_00008655.JPEG,546,electric_guitar,790,shopping_basket,0.0006,0.6377
8655,ILSVRC2012_val_00008656.JPEG,666,mortar,52,thunder_snake,0.0001,0.4764
8656,ILSVRC2012_val_00008657.JPEG,749,quill,918,crossword_puzzle,0.0085,0.4747
8660,ILSVRC2012_val_00008661.JPEG,196,miniature_schnauzer,203,West_Highland_white_terrier,0.075,0.6572
8664,ILSVRC2012_val_00008665.JPEG,56,king_snake,58,water_snake,0.0014,0.3512
8665,ILSVRC2012_val_00008666.JPEG,732,Polaroid_camera,487,cellular_telephone,0.0111,0.2212
8666,ILSVRC2012_val_00008667.JPEG,442,bell_cote,497,church,0.3352,0.3591
8668,ILSVRC2012_val_00008669.JPEG,40,American_chameleon,43,frilled_lizard,0.0085,0.8236
8670,ILSVRC2012_val_00008671.JPEG,637,mailbox,698,palace,0.0028,0.1581
8676,ILSVRC2012_val_00008677.JPEG,825,stone_wall,500,cliff_dwelling,0.3463,0.4223
8677,ILSVRC2012_val_00008678.JPEG,692,packet,761,remote_control,0.1218,0.6382
8680,ILSVRC2012_val_00008681.JPEG,519,crate,870,tricycle,0.0,0.0922
8687,ILSVRC2012_val_00008688.JPEG,61,boa_constrictor,62,rock_python,0.0077,0.1489
8691,ILSVRC2012_val_00008692.JPEG,109,brain_coral,65,sea_snake,0.0977,0.2397
8696,ILSVRC2012_val_00008697.JPEG,315,mantis,312,cricket,0.0518,0.3729
8697,ILSVRC2012_val_00008698.JPEG,168,redbone,211,vizsla,0.1101,0.7397
8698,ILSVRC2012_val_00008699.JPEG,772,safety_pin,418,ballpoint,0.0148,0.2854
8700,ILSVRC2012_val_00008701.JPEG,349,bighorn,178,Weimaraner,0.0013,0.1951
8702,ILSVRC2012_val_00008703.JPEG,186,Norwich_terrier,192,cairn,0.1304,0.7405
8703,ILSVRC2012_val_00008704.JPEG,699,panpipe,642,marimba,0.1079,0.7244
8707,ILSVRC2012_val_00008708.JPEG,868,tray,709,pencil_box,0.1511,0.545
8708,ILSVRC2012_val_00008709.JPEG,692,packet,748,purse,0.0148,0.1607
8710,ILSVRC2012_val_00008711.JPEG,769,rule,318,lacewing,0.0035,0.5378
